,Story,Question,Answer
4469,Sandra grabbed the apple there . John went to the bathroom . Mary moved to the garden . John grabbed the milk there . Sandra travelled to the kitchen . Mary picked up the football there . Sandra discarded the apple . Sandra moved to the office . John went back to the hallway . Sandra went back to the bedroom .,Is John in the bedroom ?,no
4470,Daniel went back to the kitchen . Daniel journeyed to the bathroom .,Is Daniel in the kitchen ?,no
4471,Daniel went back to the kitchen . Daniel journeyed to the bathroom . Mary got the football there . Mary put down the football .,Is Daniel in the bathroom ?,yes
4472,Daniel went back to the kitchen . Daniel journeyed to the bathroom . Mary got the football there . Mary put down the football . Sandra grabbed the apple there . Mary got the football there .,Is Daniel in the bathroom ?,yes
4473,Daniel went back to the kitchen . Daniel journeyed to the bathroom . Mary got the football there . Mary put down the football . Sandra grabbed the apple there . Mary got the football there . Sandra went back to the garden . Sandra went back to the bedroom .,Is Sandra in the bedroom ?,yes
4474,Daniel went back to the kitchen . Daniel journeyed to the bathroom . Mary got the football there . Mary put down the football . Sandra grabbed the apple there . Mary got the football there . Sandra went back to the garden . Sandra went back to the bedroom . Mary put down the football . Sandra dropped the apple .,Is Sandra in the bedroom ?,yes
4475,Daniel travelled to the garden . Mary picked up the football there .,Is Daniel in the garden ?,yes
4476,Daniel travelled to the garden . Mary picked up the football there . Sandra travelled to the bathroom . Daniel took the apple there .,Is Daniel in the garden ?,yes
4477,Daniel travelled to the garden . Mary picked up the football there . Sandra travelled to the bathroom . Daniel took the apple there . Mary left the football there . Daniel picked up the milk there .,Is Sandra in the bathroom ?,yes
4478,Daniel travelled to the garden . Mary picked up the football there . Sandra travelled to the bathroom . Daniel took the apple there . Mary left the football there . Daniel picked up the milk there . John travelled to the bedroom . John moved to the bathroom .,Is John in the garden ?,no
4479,Daniel travelled to the garden . Mary picked up the football there . Sandra travelled to the bathroom . Daniel took the apple there . Mary left the football there . Daniel picked up the milk there . John travelled to the bedroom . John moved to the bathroom . Mary took the football there . John travelled to the bedroom .,Is John in the bedroom ?,yes
4480,Sandra journeyed to the garden . Mary travelled to the garden .,Is Sandra in the garden ?,yes
4481,Sandra journeyed to the garden . Mary travelled to the garden . Daniel grabbed the milk there . Daniel left the milk there .,Is Mary in the office ?,no
4482,Sandra journeyed to the garden . Mary travelled to the garden . Daniel grabbed the milk there . Daniel left the milk there . John picked up the milk there . John travelled to the garden .,Is John in the garden ?,yes
4483,Sandra journeyed to the garden . Mary travelled to the garden . Daniel grabbed the milk there . Daniel left the milk there . John picked up the milk there . John travelled to the garden . Daniel travelled to the hallway . John put down the milk .,Is Daniel in the garden ?,no
4484,Sandra journeyed to the garden . Mary travelled to the garden . Daniel grabbed the milk there . Daniel left the milk there . John picked up the milk there . John travelled to the garden . Daniel travelled to the hallway . John put down the milk . Mary moved to the bedroom . Mary travelled to the office .,Is Mary in the kitchen ?,no
4485,Daniel went back to the bedroom . John went back to the office .,Is John in the office ?,yes
4486,Daniel went back to the bedroom . John went back to the office . Sandra grabbed the milk there . Sandra dropped the milk .,Is Daniel in the bedroom ?,yes
4487,Daniel went back to the bedroom . John went back to the office . Sandra grabbed the milk there . Sandra dropped the milk . John went to the bathroom . Daniel picked up the milk there .,Is John in the garden ?,no
4488,Daniel went back to the bedroom . John went back to the office . Sandra grabbed the milk there . Sandra dropped the milk . John went to the bathroom . Daniel picked up the milk there . Daniel grabbed the football there . John went to the kitchen .,Is John in the office ?,no
4489,Daniel went back to the bedroom . John went back to the office . Sandra grabbed the milk there . Sandra dropped the milk . John went to the bathroom . Daniel picked up the milk there . Daniel grabbed the football there . John went to the kitchen . John journeyed to the bathroom . Daniel dropped the football .,Is John in the bathroom ?,yes
4490,Daniel travelled to the bathroom . Daniel journeyed to the bedroom .,Is Daniel in the bedroom ?,yes
4491,Daniel travelled to the bathroom . Daniel journeyed to the bedroom . Sandra went to the kitchen . John travelled to the bathroom .,Is John in the bedroom ?,no
4492,Daniel travelled to the bathroom . Daniel journeyed to the bedroom . Sandra went to the kitchen . John travelled to the bathroom . Sandra went back to the garden . Mary went to the kitchen .,Is Daniel in the hallway ?,no
4493,Daniel travelled to the bathroom . Daniel journeyed to the bedroom . Sandra went to the kitchen . John travelled to the bathroom . Sandra went back to the garden . Mary went to the kitchen . Daniel went back to the bathroom . Mary travelled to the bathroom .,Is John in the bathroom ?,yes
4494,Daniel travelled to the bathroom . Daniel journeyed to the bedroom . Sandra went to the kitchen . John travelled to the bathroom . Sandra went back to the garden . Mary went to the kitchen . Daniel went back to the bathroom . Mary travelled to the bathroom . Sandra moved to the bathroom . Sandra went to the garden .,Is Sandra in the office ?,no
4495,Daniel picked up the apple there . Daniel dropped the apple . Daniel went to the office . John journeyed to the bathroom .,Is Daniel in the office ?,yes
4496,Daniel picked up the apple there . Daniel dropped the apple . Daniel went to the office . John journeyed to the bathroom . Sandra travelled to the bedroom . Sandra went back to the hallway .,Is Sandra in the garden ?,no
4497,Daniel picked up the apple there . Daniel dropped the apple . Daniel went to the office . John journeyed to the bathroom . Sandra travelled to the bedroom . Sandra went back to the hallway . Daniel journeyed to the kitchen . John went to the hallway .,Is Daniel in the garden ?,no
4498,Daniel picked up the apple there . Daniel dropped the apple . Daniel went to the office . John journeyed to the bathroom . Sandra travelled to the bedroom . Sandra went back to the hallway . Daniel journeyed to the kitchen . John went to the hallway . Sandra grabbed the apple there . Sandra travelled to the bedroom .,Is Sandra in the office ?,no
4499,Daniel picked up the apple there . Daniel dropped the apple . Daniel went to the office . John journeyed to the bathroom . Sandra travelled to the bedroom . Sandra went back to the hallway . Daniel journeyed to the kitchen . John went to the hallway . Sandra grabbed the apple there . Sandra travelled to the bedroom . Sandra left the apple there . Daniel took the milk there .,Is Sandra in the bedroom ?,yes
4500,Daniel moved to the garden . Sandra moved to the bathroom .,Is Daniel in the bathroom ?,no
4501,Daniel moved to the garden . Sandra moved to the bathroom . Daniel picked up the apple there . Sandra moved to the kitchen .,Is Sandra in the kitchen ?,yes
4502,Daniel moved to the garden . Sandra moved to the bathroom . Daniel picked up the apple there . Sandra moved to the kitchen . Daniel travelled to the bathroom . John got the milk there .,Is Daniel in the bathroom ?,yes
4503,Daniel moved to the garden . Sandra moved to the bathroom . Daniel picked up the apple there . Sandra moved to the kitchen . Daniel travelled to the bathroom . John got the milk there . John went to the kitchen . Mary moved to the hallway .,Is Mary in the office ?,no
4504,Daniel moved to the garden . Sandra moved to the bathroom . Daniel picked up the apple there . Sandra moved to the kitchen . Daniel travelled to the bathroom . John got the milk there . John went to the kitchen . Mary moved to the hallway . Sandra journeyed to the bathroom . Mary went to the garden .,Is Sandra in the hallway ?,no
4505,Daniel travelled to the bathroom . John got the apple there .,Is Daniel in the bathroom ?,yes
4506,Daniel travelled to the bathroom . John got the apple there . John discarded the apple . John went to the bathroom .,Is Daniel in the office ?,no
4507,Daniel travelled to the bathroom . John got the apple there . John discarded the apple . John went to the bathroom . Sandra moved to the office . Sandra went to the bedroom .,Is John in the kitchen ?,no
4508,Daniel travelled to the bathroom . John got the apple there . John discarded the apple . John went to the bathroom . Sandra moved to the office . Sandra went to the bedroom . John went to the office . Daniel went back to the kitchen .,Is Daniel in the bathroom ?,no
4509,Daniel travelled to the bathroom . John got the apple there . John discarded the apple . John went to the bathroom . Sandra moved to the office . Sandra went to the bedroom . John went to the office . Daniel went back to the kitchen . Sandra went to the hallway . Mary journeyed to the garden .,Is Mary in the kitchen ?,no
4510,John went to the bathroom . John travelled to the garden .,Is John in the bathroom ?,no
4511,John went to the bathroom . John travelled to the garden . Daniel moved to the bathroom . John travelled to the bathroom .,Is Daniel in the hallway ?,no
4512,John went to the bathroom . John travelled to the garden . Daniel moved to the bathroom . John travelled to the bathroom . John travelled to the garden . Sandra moved to the kitchen .,Is Sandra in the bathroom ?,no
4513,John went to the bathroom . John travelled to the garden . Daniel moved to the bathroom . John travelled to the bathroom . John travelled to the garden . Sandra moved to the kitchen . John journeyed to the bathroom . Sandra moved to the bathroom .,Is John in the bathroom ?,yes
4514,John went to the bathroom . John travelled to the garden . Daniel moved to the bathroom . John travelled to the bathroom . John travelled to the garden . Sandra moved to the kitchen . John journeyed to the bathroom . Sandra moved to the bathroom . John went back to the hallway . John went to the bedroom .,Is John in the garden ?,no
4515,John went back to the office . Daniel journeyed to the bathroom .,Is John in the bedroom ?,no
4516,John went back to the office . Daniel journeyed to the bathroom . Daniel journeyed to the garden . Daniel took the football there .,Is Daniel in the bedroom ?,no
4517,John went back to the office . Daniel journeyed to the bathroom . Daniel journeyed to the garden . Daniel took the football there . Sandra travelled to the garden . Sandra moved to the bathroom .,Is Sandra in the bathroom ?,yes
4518,John went back to the office . Daniel journeyed to the bathroom . Daniel journeyed to the garden . Daniel took the football there . Sandra travelled to the garden . Sandra moved to the bathroom . John journeyed to the hallway . Daniel moved to the office .,Is Daniel in the garden ?,no
4519,John went back to the office . Daniel journeyed to the bathroom . Daniel journeyed to the garden . Daniel took the football there . Sandra travelled to the garden . Sandra moved to the bathroom . John journeyed to the hallway . Daniel moved to the office . Daniel put down the football . Sandra went back to the garden .,Is Sandra in the garden ?,yes
4520,Daniel grabbed the apple there . Daniel moved to the office .,Is Daniel in the bedroom ?,no
4521,Daniel grabbed the apple there . Daniel moved to the office . John picked up the football there . Sandra went to the office .,Is Daniel in the garden ?,no
4522,Daniel grabbed the apple there . Daniel moved to the office . John picked up the football there . Sandra went to the office . Sandra travelled to the garden . John went back to the kitchen .,Is Sandra in the office ?,no
4523,Daniel grabbed the apple there . Daniel moved to the office . John picked up the football there . Sandra went to the office . Sandra travelled to the garden . John went back to the kitchen . Sandra took the milk there . Sandra discarded the milk .,Is Sandra in the garden ?,yes
4524,Daniel grabbed the apple there . Daniel moved to the office . John picked up the football there . Sandra went to the office . Sandra travelled to the garden . John went back to the kitchen . Sandra took the milk there . Sandra discarded the milk . Daniel discarded the apple . Daniel got the apple there .,Is John in the office ?,no
4525,Mary went back to the bedroom . Daniel journeyed to the office .,Is Mary in the garden ?,no
4526,Mary went back to the bedroom . Daniel journeyed to the office . John went to the office . Mary took the apple there .,Is John in the kitchen ?,no
4527,Mary went back to the bedroom . Daniel journeyed to the office . John went to the office . Mary took the apple there . Daniel moved to the garden . John went to the bathroom .,Is Daniel in the garden ?,yes
4528,Mary went back to the bedroom . Daniel journeyed to the office . John went to the office . Mary took the apple there . Daniel moved to the garden . John went to the bathroom . Mary moved to the hallway . Mary dropped the apple .,Is Mary in the hallway ?,yes
4529,Mary went back to the bedroom . Daniel journeyed to the office . John went to the office . Mary took the apple there . Daniel moved to the garden . John went to the bathroom . Mary moved to the hallway . Mary dropped the apple . John travelled to the bedroom . Mary travelled to the garden .,Is Mary in the office ?,no
4530,Mary moved to the bedroom . Sandra moved to the hallway .,Is Sandra in the hallway ?,yes
4531,Mary moved to the bedroom . Sandra moved to the hallway . John grabbed the milk there . Daniel got the football there .,Is Sandra in the hallway ?,yes
4532,Mary moved to the bedroom . Sandra moved to the hallway . John grabbed the milk there . Daniel got the football there . Mary moved to the bathroom . Daniel grabbed the apple there .,Is Mary in the office ?,no
4533,Mary moved to the bedroom . Sandra moved to the hallway . John grabbed the milk there . Daniel got the football there . Mary moved to the bathroom . Daniel grabbed the apple there . Mary went to the hallway . Daniel put down the apple .,Is Mary in the hallway ?,yes
4534,Mary moved to the bedroom . Sandra moved to the hallway . John grabbed the milk there . Daniel got the football there . Mary moved to the bathroom . Daniel grabbed the apple there . Mary went to the hallway . Daniel put down the apple . Mary travelled to the office . Daniel travelled to the office .,Is Mary in the office ?,yes
4535,John went to the hallway . Sandra journeyed to the bedroom .,Is Sandra in the bedroom ?,yes
4536,John went to the hallway . Sandra journeyed to the bedroom . John travelled to the garden . Mary moved to the garden .,Is John in the bedroom ?,no
4537,John went to the hallway . Sandra journeyed to the bedroom . John travelled to the garden . Mary moved to the garden . John travelled to the bathroom . Daniel moved to the bedroom .,Is Daniel in the bedroom ?,yes
4538,John went to the hallway . Sandra journeyed to the bedroom . John travelled to the garden . Mary moved to the garden . John travelled to the bathroom . Daniel moved to the bedroom . Sandra moved to the kitchen . Daniel journeyed to the hallway .,Is Sandra in the kitchen ?,yes
4539,John went to the hallway . Sandra journeyed to the bedroom . John travelled to the garden . Mary moved to the garden . John travelled to the bathroom . Daniel moved to the bedroom . Sandra moved to the kitchen . Daniel journeyed to the hallway . John went back to the bedroom . Sandra travelled to the bathroom .,Is Sandra in the bathroom ?,yes
4540,Mary moved to the bathroom . Sandra took the football there .,Is Mary in the bathroom ?,yes
4541,Mary moved to the bathroom . Sandra took the football there . John went back to the bedroom . Daniel went back to the bedroom .,Is Daniel in the kitchen ?,no
4542,Mary moved to the bathroom . Sandra took the football there . John went back to the bedroom . Daniel went back to the bedroom . Sandra left the football . Sandra went to the office .,Is Daniel in the kitchen ?,no
4543,Mary moved to the bathroom . Sandra took the football there . John went back to the bedroom . Daniel went back to the bedroom . Sandra left the football . Sandra went to the office . Mary went back to the bedroom . Sandra moved to the bedroom .,Is Daniel in the bedroom ?,yes
4544,Mary moved to the bathroom . Sandra took the football there . John went back to the bedroom . Daniel went back to the bedroom . Sandra left the football . Sandra went to the office . Mary went back to the bedroom . Sandra moved to the bedroom . John went to the garden . Mary moved to the garden .,Is Sandra in the bedroom ?,yes
4545,Mary went to the office . Mary went to the bedroom .,Is Mary in the office ?,no
4546,Mary went to the office . Mary went to the bedroom . Mary moved to the office . John went back to the kitchen .,Is Mary in the office ?,yes
4547,Mary went to the office . Mary went to the bedroom . Mary moved to the office . John went back to the kitchen . Mary went back to the hallway . Daniel went back to the bedroom .,Is Mary in the kitchen ?,no
4548,Mary went to the office . Mary went to the bedroom . Mary moved to the office . John went back to the kitchen . Mary went back to the hallway . Daniel went back to the bedroom . Mary went back to the office . Mary moved to the kitchen .,Is John in the kitchen ?,yes
4549,Mary went to the office . Mary went to the bedroom . Mary moved to the office . John went back to the kitchen . Mary went back to the hallway . Daniel went back to the bedroom . Mary went back to the office . Mary moved to the kitchen . Daniel travelled to the office . John went back to the bedroom .,Is Daniel in the hallway ?,no
4550,Sandra moved to the garden . Sandra grabbed the apple there .,Is Sandra in the bedroom ?,no
4551,Sandra moved to the garden . Sandra grabbed the apple there . John travelled to the bedroom . Mary picked up the football there .,Is John in the kitchen ?,no
4552,Sandra moved to the garden . Sandra grabbed the apple there . John travelled to the bedroom . Mary picked up the football there . Sandra discarded the apple . Sandra took the apple there .,Is John in the bedroom ?,yes
4553,Sandra moved to the garden . Sandra grabbed the apple there . John travelled to the bedroom . Mary picked up the football there . Sandra discarded the apple . Sandra took the apple there . Sandra dropped the apple . Daniel moved to the office .,Is Daniel in the kitchen ?,no
4554,Sandra moved to the garden . Sandra grabbed the apple there . John travelled to the bedroom . Mary picked up the football there . Sandra discarded the apple . Sandra took the apple there . Sandra dropped the apple . Daniel moved to the office . Daniel went back to the bathroom . Mary went back to the garden .,Is Mary in the garden ?,yes
4555,Mary grabbed the milk there . John went to the garden .,Is John in the garden ?,yes
4556,Mary grabbed the milk there . John went to the garden . Sandra went back to the hallway . Daniel journeyed to the bathroom .,Is John in the garden ?,yes
4557,Mary grabbed the milk there . John went to the garden . Sandra went back to the hallway . Daniel journeyed to the bathroom . John went back to the bathroom . Daniel moved to the office .,Is Daniel in the kitchen ?,no
4558,Mary grabbed the milk there . John went to the garden . Sandra went back to the hallway . Daniel journeyed to the bathroom . John went back to the bathroom . Daniel moved to the office . Mary left the milk there . Mary went back to the kitchen .,Is Daniel in the kitchen ?,no
4559,Mary grabbed the milk there . John went to the garden . Sandra went back to the hallway . Daniel journeyed to the bathroom . John went back to the bathroom . Daniel moved to the office . Mary left the milk there . Mary went back to the kitchen . Daniel went to the bedroom . Sandra went back to the bedroom .,Is Daniel in the hallway ?,no
4560,John went back to the bathroom . Sandra picked up the football there .,Is John in the hallway ?,no
4561,John went back to the bathroom . Sandra picked up the football there . Sandra went back to the kitchen . Daniel grabbed the milk there .,Is John in the kitchen ?,no
4562,John went back to the bathroom . Sandra picked up the football there . Sandra went back to the kitchen . Daniel grabbed the milk there . Daniel discarded the milk . Sandra took the apple there .,Is Sandra in the kitchen ?,yes
4563,John went back to the bathroom . Sandra picked up the football there . Sandra went back to the kitchen . Daniel grabbed the milk there . Daniel discarded the milk . Sandra took the apple there . Sandra moved to the office . John travelled to the hallway .,Is John in the hallway ?,yes
4564,John went back to the bathroom . Sandra picked up the football there . Sandra went back to the kitchen . Daniel grabbed the milk there . Daniel discarded the milk . Sandra took the apple there . Sandra moved to the office . John travelled to the hallway . Daniel picked up the milk there . Daniel moved to the bathroom .,Is Sandra in the garden ?,no
4565,Daniel journeyed to the office . John picked up the milk there .,Is Daniel in the bathroom ?,no
4566,Daniel journeyed to the office . John picked up the milk there . John put down the milk . Daniel took the apple there .,Is Daniel in the bathroom ?,no
4567,Daniel journeyed to the office . John picked up the milk there . John put down the milk . Daniel took the apple there . Sandra took the football there . Sandra moved to the bathroom .,Is Sandra in the office ?,no
4568,Daniel journeyed to the office . John picked up the milk there . John put down the milk . Daniel took the apple there . Sandra took the football there . Sandra moved to the bathroom . Daniel moved to the bedroom . Daniel left the apple .,Is Daniel in the kitchen ?,no
4569,Daniel journeyed to the office . John picked up the milk there . John put down the milk . Daniel took the apple there . Sandra took the football there . Sandra moved to the bathroom . Daniel moved to the bedroom . Daniel left the apple . Sandra moved to the hallway . Daniel took the apple there .,Is Daniel in the bedroom ?,yes
4570,Daniel moved to the hallway . Daniel journeyed to the garden .,Is Daniel in the kitchen ?,no
4571,Daniel moved to the hallway . Daniel journeyed to the garden . Mary took the milk there . John journeyed to the hallway .,Is Daniel in the bedroom ?,no
4572,Daniel moved to the hallway . Daniel journeyed to the garden . Mary took the milk there . John journeyed to the hallway . Daniel moved to the kitchen . Sandra went back to the garden .,Is Daniel in the kitchen ?,yes
4573,Daniel moved to the hallway . Daniel journeyed to the garden . Mary took the milk there . John journeyed to the hallway . Daniel moved to the kitchen . Sandra went back to the garden . John travelled to the bedroom . John journeyed to the hallway .,Is John in the hallway ?,yes
4574,Daniel moved to the hallway . Daniel journeyed to the garden . Mary took the milk there . John journeyed to the hallway . Daniel moved to the kitchen . Sandra went back to the garden . John travelled to the bedroom . John journeyed to the hallway . Mary went back to the kitchen . Mary moved to the garden .,Is Sandra in the garden ?,yes
4575,John went to the hallway . Daniel journeyed to the hallway .,Is John in the bedroom ?,no
4576,John went to the hallway . Daniel journeyed to the hallway . Sandra got the milk there . Sandra left the milk .,Is Daniel in the office ?,no
4577,John went to the hallway . Daniel journeyed to the hallway . Sandra got the milk there . Sandra left the milk . Daniel took the milk there . Daniel discarded the milk .,Is Daniel in the kitchen ?,no
4578,John went to the hallway . Daniel journeyed to the hallway . Sandra got the milk there . Sandra left the milk . Daniel took the milk there . Daniel discarded the milk . John got the milk there . Daniel moved to the office .,Is Daniel in the bedroom ?,no
4579,John went to the hallway . Daniel journeyed to the hallway . Sandra got the milk there . Sandra left the milk . Daniel took the milk there . Daniel discarded the milk . John got the milk there . Daniel moved to the office . Mary moved to the bedroom . Mary travelled to the bathroom .,Is Mary in the bathroom ?,yes
4580,Daniel moved to the bedroom . Sandra went back to the office .,Is Sandra in the office ?,yes
4581,Daniel moved to the bedroom . Sandra went back to the office . John journeyed to the kitchen . Daniel took the milk there .,Is John in the kitchen ?,yes
4582,Daniel moved to the bedroom . Sandra went back to the office . John journeyed to the kitchen . Daniel took the milk there . Daniel dropped the milk . John went to the bedroom .,Is John in the bedroom ?,yes
4583,Daniel moved to the bedroom . Sandra went back to the office . John journeyed to the kitchen . Daniel took the milk there . Daniel dropped the milk . John went to the bedroom . John moved to the hallway . Daniel went to the kitchen .,Is John in the bedroom ?,no
4584,Daniel moved to the bedroom . Sandra went back to the office . John journeyed to the kitchen . Daniel took the milk there . Daniel dropped the milk . John went to the bedroom . John moved to the hallway . Daniel went to the kitchen . Daniel went to the hallway . Sandra went to the hallway .,Is Daniel in the hallway ?,yes
4585,Mary took the apple there . Mary went back to the bedroom .,Is Mary in the hallway ?,no
4586,Mary took the apple there . Mary went back to the bedroom . Mary discarded the apple . Sandra picked up the apple there .,Is Mary in the office ?,no
4587,Mary took the apple there . Mary went back to the bedroom . Mary discarded the apple . Sandra picked up the apple there . Mary went back to the office . Sandra went to the bathroom .,Is Mary in the hallway ?,no
4588,Mary took the apple there . Mary went back to the bedroom . Mary discarded the apple . Sandra picked up the apple there . Mary went back to the office . Sandra went to the bathroom . Daniel moved to the bedroom . Daniel travelled to the bathroom .,Is Daniel in the office ?,no
4589,Mary took the apple there . Mary went back to the bedroom . Mary discarded the apple . Sandra picked up the apple there . Mary went back to the office . Sandra went to the bathroom . Daniel moved to the bedroom . Daniel travelled to the bathroom . Daniel went to the kitchen . John travelled to the bathroom .,Is Daniel in the kitchen ?,yes
4590,John moved to the bathroom . John took the football there .,Is John in the hallway ?,no
4591,John moved to the bathroom . John took the football there . John put down the football there . Mary got the milk there .,Is John in the bathroom ?,yes
4592,John moved to the bathroom . John took the football there . John put down the football there . Mary got the milk there . Mary left the milk there . John went back to the hallway .,Is John in the hallway ?,yes
4593,John moved to the bathroom . John took the football there . John put down the football there . Mary got the milk there . Mary left the milk there . John went back to the hallway . Mary took the milk there . Sandra went back to the bathroom .,Is John in the garden ?,no
4594,John moved to the bathroom . John took the football there . John put down the football there . Mary got the milk there . Mary left the milk there . John went back to the hallway . Mary took the milk there . Sandra went back to the bathroom . Mary moved to the hallway . John moved to the office .,Is Mary in the hallway ?,yes
4595,Sandra took the football there . Daniel went to the garden .,Is Daniel in the garden ?,yes
4596,Sandra took the football there . Daniel went to the garden . Daniel grabbed the apple there . John moved to the bathroom .,Is Daniel in the office ?,no
4597,Sandra took the football there . Daniel went to the garden . Daniel grabbed the apple there . John moved to the bathroom . Sandra journeyed to the hallway . John journeyed to the office .,Is Daniel in the hallway ?,no
4598,Sandra took the football there . Daniel went to the garden . Daniel grabbed the apple there . John moved to the bathroom . Sandra journeyed to the hallway . John journeyed to the office . Sandra grabbed the milk there . John went back to the garden .,Is John in the garden ?,yes
4599,Sandra took the football there . Daniel went to the garden . Daniel grabbed the apple there . John moved to the bathroom . Sandra journeyed to the hallway . John journeyed to the office . Sandra grabbed the milk there . John went back to the garden . Daniel moved to the hallway . Daniel journeyed to the kitchen .,Is John in the bathroom ?,no
4600,Mary got the milk there . Sandra grabbed the football there . Mary dropped the milk . Mary moved to the hallway .,Is Mary in the office ?,no
4601,Mary got the milk there . Sandra grabbed the football there . Mary dropped the milk . Mary moved to the hallway . Daniel travelled to the hallway . Mary went to the garden .,Is Mary in the garden ?,yes
4602,Mary got the milk there . Sandra grabbed the football there . Mary dropped the milk . Mary moved to the hallway . Daniel travelled to the hallway . Mary went to the garden . Sandra dropped the football . Sandra grabbed the football there .,Is Mary in the garden ?,yes
4603,Mary got the milk there . Sandra grabbed the football there . Mary dropped the milk . Mary moved to the hallway . Daniel travelled to the hallway . Mary went to the garden . Sandra dropped the football . Sandra grabbed the football there . Sandra left the football . Sandra went to the bathroom .,Is Sandra in the bathroom ?,yes
4604,Mary got the milk there . Sandra grabbed the football there . Mary dropped the milk . Mary moved to the hallway . Daniel travelled to the hallway . Mary went to the garden . Sandra dropped the football . Sandra grabbed the football there . Sandra left the football . Sandra went to the bathroom . Mary went to the hallway . John went to the bedroom .,Is John in the bedroom ?,yes
4605,Sandra travelled to the hallway . Sandra journeyed to the bedroom .,Is Sandra in the bedroom ?,yes
4606,Sandra travelled to the hallway . Sandra journeyed to the bedroom . Sandra got the football there . John went to the hallway .,Is Sandra in the kitchen ?,no
4607,Sandra travelled to the hallway . Sandra journeyed to the bedroom . Sandra got the football there . John went to the hallway . John picked up the apple there . John discarded the apple there .,Is John in the garden ?,no
4608,Sandra travelled to the hallway . Sandra journeyed to the bedroom . Sandra got the football there . John went to the hallway . John picked up the apple there . John discarded the apple there . Sandra discarded the football there . John went to the bedroom .,Is John in the hallway ?,no
4609,Sandra travelled to the hallway . Sandra journeyed to the bedroom . Sandra got the football there . John went to the hallway . John picked up the apple there . John discarded the apple there . Sandra discarded the football there . John went to the bedroom . Sandra journeyed to the bathroom . John grabbed the football there .,Is Sandra in the bathroom ?,yes
4610,Daniel picked up the football there . Daniel travelled to the hallway .,Is Daniel in the hallway ?,yes
4611,Daniel picked up the football there . Daniel travelled to the hallway . Daniel moved to the bedroom . Sandra journeyed to the bathroom .,Is Sandra in the bathroom ?,yes
4612,Daniel picked up the football there . Daniel travelled to the hallway . Daniel moved to the bedroom . Sandra journeyed to the bathroom . Sandra picked up the milk there . Mary went back to the bedroom .,Is Sandra in the garden ?,no
4613,Daniel picked up the football there . Daniel travelled to the hallway . Daniel moved to the bedroom . Sandra journeyed to the bathroom . Sandra picked up the milk there . Mary went back to the bedroom . Daniel went back to the bathroom . John travelled to the garden .,Is John in the garden ?,yes
4614,Daniel picked up the football there . Daniel travelled to the hallway . Daniel moved to the bedroom . Sandra journeyed to the bathroom . Sandra picked up the milk there . Mary went back to the bedroom . Daniel went back to the bathroom . John travelled to the garden . Mary travelled to the garden . Mary went back to the bathroom .,Is Mary in the bathroom ?,yes
4615,Sandra journeyed to the garden . Mary went to the bathroom .,Is Sandra in the office ?,no
4616,Sandra journeyed to the garden . Mary went to the bathroom . Daniel went back to the office . John went to the office .,Is Mary in the bathroom ?,yes
4617,Sandra journeyed to the garden . Mary went to the bathroom . Daniel went back to the office . John went to the office . John went back to the bathroom . John moved to the hallway .,Is Mary in the bedroom ?,no
4618,Sandra journeyed to the garden . Mary went to the bathroom . Daniel went back to the office . John went to the office . John went back to the bathroom . John moved to the hallway . Daniel travelled to the kitchen . Daniel went back to the bathroom .,Is John in the hallway ?,yes
4619,Sandra journeyed to the garden . Mary went to the bathroom . Daniel went back to the office . John went to the office . John went back to the bathroom . John moved to the hallway . Daniel travelled to the kitchen . Daniel went back to the bathroom . Mary moved to the garden . Mary travelled to the office .,Is Mary in the office ?,yes
4620,Mary got the apple there . John moved to the garden .,Is John in the bathroom ?,no
4621,Mary got the apple there . John moved to the garden . Daniel travelled to the hallway . Daniel journeyed to the garden .,Is Daniel in the garden ?,yes
4622,Mary got the apple there . John moved to the garden . Daniel travelled to the hallway . Daniel journeyed to the garden . Mary went back to the garden . Mary dropped the apple .,Is Daniel in the garden ?,yes
4623,Mary got the apple there . John moved to the garden . Daniel travelled to the hallway . Daniel journeyed to the garden . Mary went back to the garden . Mary dropped the apple . Daniel went to the bathroom . Sandra grabbed the apple there .,Is Daniel in the bathroom ?,yes
4624,Mary got the apple there . John moved to the garden . Daniel travelled to the hallway . Daniel journeyed to the garden . Mary went back to the garden . Mary dropped the apple . Daniel went to the bathroom . Sandra grabbed the apple there . Mary moved to the hallway . Sandra dropped the apple .,Is Daniel in the bathroom ?,yes
4625,Sandra got the milk there . Mary went back to the office .,Is Mary in the garden ?,no
4626,Sandra got the milk there . Mary went back to the office . John picked up the football there . John discarded the football .,Is Mary in the office ?,yes
4627,Sandra got the milk there . Mary went back to the office . John picked up the football there . John discarded the football . Sandra went to the garden . John travelled to the bathroom .,Is Mary in the bathroom ?,no
4628,Sandra got the milk there . Mary went back to the office . John picked up the football there . John discarded the football . Sandra went to the garden . John travelled to the bathroom . Mary got the football there . Sandra went back to the hallway .,Is Sandra in the hallway ?,yes
4629,Sandra got the milk there . Mary went back to the office . John picked up the football there . John discarded the football . Sandra went to the garden . John travelled to the bathroom . Mary got the football there . Sandra went back to the hallway . John took the apple there . Mary travelled to the bedroom .,Is Sandra in the hallway ?,yes
4630,Daniel moved to the hallway . Daniel picked up the milk there .,Is Daniel in the kitchen ?,no
4631,Daniel moved to the hallway . Daniel picked up the milk there . John went back to the office . Sandra travelled to the hallway .,Is John in the office ?,yes
